Name	InDbName	InDbType	AltURI	thing:locatedIn
2629	Safran-2629	SampledField	thing:Place	West
2502	Safran-2502	SampledField	thing:Place	West
3154	Safran-3154	SampledField	thing:Place	West
2890	Safran-2890	SampledField	thing:Place	West
3023	Safran-3023	SampledField	thing:Place	West
2379	Safran-2379	SampledField	thing:Place	West
2379	Safran-2379	SampledField	thing:Place	West
2255	Safran-2255	SampledField	thing:Place	West
2255	Safran-2255	SampledField	thing:Place	West
2256	Safran-2256	SampledField	thing:Place	West
4156	Safran-4156	SampledField	thing:Place	West
4157	Safran-4157	SampledField	thing:Place	West
4039	Safran-4039	SampledField	thing:Place	West
2760	Safran-2760	SampledField	thing:Place	West
2503	Safran-2503	SampledField	thing:Place	West
2501	Safran-2501	SampledField	thing:Place	West
2764	Safran-2764	SampledField	thing:Place	West
2379	Safran-2379	SampledField	thing:Place	West
2639	Safran-2639	SampledField	thing:Place	West
2256	Safran-2256	SampledField	thing:Place	West
2890	Safran-2890	SampledField	thing:Place	West
3400	Safran-3400	SampledField	thing:Place	West
2885	Safran-2885	SampledField	thing:Place	West
2629	Safran-2629	SampledField	thing:Place	West
4157	Safran-4157	SampledField	thing:Place	West
4039	Safran-4039	SampledField	thing:Place	West
4156	Safran-4156	SampledField	thing:Place	West
4970	Safran-4970	SampledField	thing:Place	West
3828	Safran-3828	SampledField	thing:Place	East
4198	Safran-4198	SampledField	thing:Place	East
2318	Safran-2318	SampledField	thing:Place	East
2440	Safran-2440	SampledField	thing:Place	East
2823	Safran-2823	SampledField	thing:Place	East
3972	Safran-3972	SampledField	thing:Place	East
3599	Safran-3599	SampledField	thing:Place	East
3599	Safran-3599	SampledField	thing:Place	East
4085	Safran-4085	SampledField	thing:Place	East
4085	Safran-4085	SampledField	thing:Place	East
4085	Safran-4085	SampledField	thing:Place	East
4202	Safran-4202	SampledField	thing:Place	East
4314	Safran-4314	SampledField	thing:Place	East
4314	Safran-4314	SampledField	thing:Place	East
4314	Safran-4314	SampledField	thing:Place	East
8916	Safran-8916	SampledField	thing:Place	South
8916	Safran-8916	SampledField	thing:Place	South
8481	Safran-8481	SampledField	thing:Place	South
9005	Safran-9005	SampledField	thing:Place	South
9090	Safran-9090	SampledField	thing:Place	South
9097	Safran-9097	SampledField	thing:Place	South
9097	Safran-9097	SampledField	thing:Place	South
9010	Safran-9010	SampledField	thing:Place	South
9013	Safran-9013	SampledField	thing:Place	South
9177	Safran-9177	SampledField	thing:Place	South
8919	Safran-8919	SampledField	thing:Place	South
8919	Safran-8919	SampledField	thing:Place	South
8919	Safran-8919	SampledField	thing:Place	South
8572	Safran-8572	SampledField	thing:Place	South
8572	Safran-8572	SampledField	thing:Place	South
8572	Safran-8572	SampledField	thing:Place	South
8572	Safran-8572	SampledField	thing:Place	South
8572	Safran-8572	SampledField	thing:Place	South
8572	Safran-8572	SampledField	thing:Place	South
2762	Safran-2762	SampledField	thing:Place	South
4314	Safran-4314	SampledField	thing:Place	East
4778	Safran-4778	SampledField	thing:Place	East
4085	Safran-4085	SampledField	thing:Place	East
4085	Safran-4085	SampledField	thing:Place	East
4085	Safran-4085	SampledField	thing:Place	East
4085	Safran-4085	SampledField	thing:Place	East
3972	Safran-3972	SampledField	thing:Place	East
3599	Safran-3599	SampledField	thing:Place	East
3599	Safran-3599	SampledField	thing:Place	East
3600	Safran-3600	SampledField	thing:Place	East
3828	Safran-3828	SampledField	thing:Place	East
3828	Safran-3828	SampledField	thing:Place	East
3827	Safran-3827	SampledField	thing:Place	East
2823	Safran-2823	SampledField	thing:Place	East
2823	Safran-2823	SampledField	thing:Place	East
2439	Safran-2439	SampledField	thing:Place	East
2440	Safran-2440	SampledField	thing:Place	East
9097	Safran-9097	SampledField	thing:Place	East
8916	Safran-8916	SampledField	thing:Place	South
9005	Safran-9005	SampledField	thing:Place	South
9090	Safran-9090	SampledField	thing:Place	South
9004	Safran-9004	SampledField	thing:Place	South
8918	Safran-8918	SampledField	thing:Place	South
9097	Safran-9097	SampledField	thing:Place	South
9097	Safran-9097	SampledField	thing:Place	South
9177	Safran-9177	SampledField	thing:Place	South
9013	Safran-9013	SampledField	thing:Place	South
8481	Safran-8481	SampledField	thing:Place	South
8481	Safran-8481	SampledField	thing:Place	South
8481	Safran-8481	SampledField	thing:Place	South
8481	Safran-8481	SampledField	thing:Place	South
8118	Safran-8118	SampledField	thing:Place	South
2634	Safran-2634	SampledField	thing:Place	West
2634	Safran-2634	SampledField	thing:Place	West
2894	Safran-2894	SampledField	thing:Place	West
2639	Safran-2639	SampledField	thing:Place	West
3154	Safran-3154	SampledField	thing:Place	West
3023	Safran-3023	SampledField	thing:Place	West
3022	Safran-3022	SampledField	thing:Place	West
2502	Safran-2502	SampledField	thing:Place	West
2379	Safran-2379	SampledField	thing:Place	West
2256	Safran-2256	SampledField	thing:Place	West
2255	Safran-2255	SampledField	thing:Place	West
3400	Safran-3400	SampledField	thing:Place	West
2885	Safran-2885	SampledField	thing:Place	West
2629	Safran-2629	SampledField	thing:Place	West
4158	Safran-4158	SampledField	thing:Place	West
4156	Safran-4156	SampledField	thing:Place	West
4039	Safran-4039	SampledField	thing:Place	West
4314	Safran-4314	SampledField	thing:Place	East
AF001-Bn-Y1	AF001-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF002-Bn-Y1	AF002-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF003-Bn-Y1	AF003-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF004-Bn-Y1	AF004-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF005-Bn-Y1	AF005-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF006-Bn-Y1	AF006-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF007-Bn-Y1	AF007-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF008-Bn-Y1	AF008-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF009-Bn-Y1	AF009-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF010-Bn-Y1	AF010-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF011-Bn-Y1	AF011-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF012-Bn-Y1	AF012-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF013-Bn-Y1	AF013-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF014-Bn-Y1	AF014-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF015-Bn-Y1	AF015-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF016-Bn-Y1	AF016-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF017-Bn-Y1	AF017-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF018-Bn-Y1	AF018-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF019-Bn-Y1	AF019-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF020-Bn-Y1	AF020-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF021-Bn-Y1	AF021-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF022-Bn-Y1	AF022-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF023-Bn-Y1	AF023-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF024-Bn-Y1	AF024-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF025-Bn-Y1	AF025-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF026-Bn-Y1	AF026-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF027-Bn-Y1	AF027-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF028-Bn-Y1	AF028-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF029-Bn-Y1	AF029-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF030-Bn-Y1	AF030-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF031-Bn-Y1	AF031-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF032-Bn-Y1	AF032-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF033-Bn-Y1	AF033-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF034-Bn-Y1	AF034-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF035-Bn-Y1	AF035-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF036-Bn-Y1	AF036-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF037-Bn-Y1	AF037-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF038-Bn-Y1	AF038-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF039-Bn-Y1	AF039-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF040-Bn-Y1	AF040-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF041-Bn-Y1	AF041-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF042-Bn-Y1	AF042-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF043-Bn-Y1	AF043-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF044-Bn-Y1	AF044-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF045-Bn-Y1	AF045-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF046-Bn-Y1	AF046-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF047-Bn-Y1	AF047-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF048-Bn-Y1	AF048-Bn-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF100-Bn-Y2	AF100-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF101-Bn-Y2	AF101-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF102-Bn-Y2	AF102-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF103-Bn-Y2	AF103-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF104-Bn-Y2	AF104-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF105-Bn-Y2	AF105-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF106-Bn-Y2	AF106-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF107-Bn-Y2	AF107-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF108-Bn-Y2	AF108-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF109-Bn-Y2	AF109-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF110-Bn-Y2	AF110-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF111-Bn-Y2	AF111-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF112-Bn-Y2	AF112-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF113-Bn-Y2	AF113-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF114-Bn-Y2	AF114-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF115-Bn-Y2	AF115-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF116-Bn-Y2	AF116-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF117-Bn-Y2	AF117-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF118-Bn-Y2	AF118-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF119-Bn-Y2	AF119-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF120-Bn-Y2	AF120-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF121-Bn-Y2	AF121-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF122-Bn-Y2	AF122-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF123-Bn-Y2	AF123-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF124-Bn-Y2	AF124-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF125-Bn-Y2	AF125-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF126-Bn-Y2	AF126-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF127-Bn-Y2	AF127-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF128-Bn-Y2	AF128-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF129-Bn-Y2	AF129-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF130-Bn-Y2	AF130-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF131-Bn-Y2	AF131-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF132-Bn-Y2	AF132-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF133-Bn-Y2	AF133-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF134-Bn-Y2	AF134-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF135-Bn-Y2	AF135-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF136-Bn-Y2	AF136-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF137-Bn-Y2	AF137-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF138-Bn-Y2	AF138-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF139-Bn-Y2	AF139-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF140-Bn-Y2	AF140-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF141-Bn-Y2	AF141-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF142-Bn-Y2	AF142-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF143-Bn-Y2	AF143-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF144-Bn-Y2	AF144-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF145-Bn-Y2	AF145-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF146-Bn-Y2	AF146-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF147-Bn-Y2	AF147-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF148-Bn-Y2	AF148-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF149-Bn-Y2	AF149-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF150-Bn-Y2	AF150-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF151-Bn-Y2	AF151-Bn-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF049-Ta-Y1	AF049-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF050-Ta-Y1	AF050-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF051-Ta-Y1	AF051-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF052-Ta-Y1	AF052-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF053-Ta-Y1	AF053-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF054-Ta-Y1	AF054-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF055-Ta-Y1	AF055-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF056-Ta-Y1	AF056-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF057-Ta-Y1	AF057-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF058-Ta-Y1	AF058-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF059-Ta-Y1	AF059-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF060-Ta-Y1	AF060-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF061-Ta-Y1	AF061-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF062-Ta-Y1	AF062-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF063-Ta-Y1	AF063-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	West
AF064-Ta-Y1	AF064-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF065-Ta-Y1	AF065-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF066-Ta-Y1	AF066-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF067-Ta-Y1	AF067-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF068-Ta-Y1	AF068-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF069-Ta-Y1	AF069-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF070-Ta-Y1	AF070-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF071-Ta-Y1	AF071-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF072-Ta-Y1	AF072-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF073-Ta-Y1	AF073-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF074-Ta-Y1	AF074-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF075-Ta-Y1	AF075-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF076-Ta-Y1	AF076-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF077-Ta-Y1	AF077-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF078-Ta-Y1	AF078-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	East
AF080-Ta-Y1	AF080-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF081-Ta-Y1	AF081-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF082-Ta-Y1	AF082-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF083-Ta-Y1	AF083-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF084-Ta-Y1	AF084-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF085-Ta-Y1	AF085-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF086-Ta-Y1	AF086-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF087-Ta-Y1	AF087-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF088-Ta-Y1	AF088-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF089-Ta-Y1	AF089-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF090-Ta-Y1	AF090-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF091-Ta-Y1	AF091-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF092-Ta-Y1	AF092-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF093-Ta-Y1	AF093-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF094-Ta-Y1	AF094-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF095-Ta-Y1	AF095-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF096-Ta-Y1	AF096-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF097-Ta-Y1	AF097-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF098-Ta-Y1	AF098-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF099-Ta-Y1	AF099-Ta-Y1	SampledField	thing:Place,obo:ENVO_00000114	South
AF152-Ta-Y2	AF152-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF153-Ta-Y2	AF153-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF154-Ta-Y2	AF154-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF155-Ta-Y2	AF155-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF156-Ta-Y2	AF156-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF157-Ta-Y2	AF157-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF158-Ta-Y2	AF158-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF159-Ta-Y2	AF159-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF160-Ta-Y2	AF160-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF161-Ta-Y2	AF161-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF162-Ta-Y2	AF162-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF163-Ta-Y2	AF163-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF164-Ta-Y2	AF164-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF165-Ta-Y2	AF165-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF166-Ta-Y2	AF166-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF167-Ta-Y2	AF167-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF168-Ta-Y2	AF168-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF169-Ta-Y2	AF169-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	East
AF170-Ta-Y2	AF170-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF171-Ta-Y2	AF171-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF172-Ta-Y2	AF172-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF173-Ta-Y2	AF173-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF174-Ta-Y2	AF174-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF175-Ta-Y2	AF175-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF176-Ta-Y2	AF176-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF177-Ta-Y2	AF177-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF178-Ta-Y2	AF178-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF179-Ta-Y2	AF179-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF180-Ta-Y2	AF180-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF181-Ta-Y2	AF181-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF182-Ta-Y2	AF182-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF183-Ta-Y2	AF183-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	South
AF184-Ta-Y2	AF184-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF185-Ta-Y2	AF185-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF186-Ta-Y2	AF186-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF187-Ta-Y2	AF187-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF188-Ta-Y2	AF188-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF189-Ta-Y2	AF189-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
AF190-Ta-Y2	AF190-Ta-Y2	SampledField	thing:Place,obo:ENVO_00000114	West
